,hex9,cnt
587,892a100421bffff,31
588,892a1004243ffff,99
589,892a1004247ffff,63
590,892a100424bffff,130
591,892a100424fffff,55
592,892a1004253ffff,172
593,892a1004257ffff,75
594,892a100425bffff,155
595,892a100426bffff,35
596,892a1004273ffff,98
597,892a100427bffff,91
598,892a10042c3ffff,159
599,892a10042c7ffff,30
600,892a10042cbffff,139
601,892a10042cfffff,22
602,892a10042d3ffff,124
603,892a10042d7ffff,29
604,892a10042dbffff,80
605,892a100464bffff,62
606,892a100464fffff,40
607,892a100466bffff,59
608,892a100466fffff,1
609,892a1005003ffff,102
610,892a1005007ffff,68
611,892a100500bffff,70
612,892a100500fffff,77
613,892a1005013ffff,58
614,892a1005017ffff,55
615,892a100501bffff,16
616,892a1005023ffff,72
617,892a1005027ffff,54
618,892a100502bffff,82
619,892a100502fffff,77
620,892a1005033ffff,53
621,892a100503bffff,78
622,892a1005043ffff,91
623,892a1005047ffff,51
624,892a100504bffff,146
625,892a100504fffff,13
626,892a1005053ffff,43
627,892a1005057ffff,73
628,892a100505bffff,127
629,892a1005063ffff,68
630,892a1005067ffff,37
631,892a100506bffff,190
632,892a100506fffff,73
633,892a1005073ffff,40
634,892a1005077ffff,141
635,892a100507bffff,140
636,892a1005083ffff,55
637,892a1005087ffff,56
638,892a100508bffff,6
639,892a100508fffff,40
640,892a1005093ffff,139
641,892a1005097ffff,2
642,892a100509bffff,6
643,892a10050a7ffff,4
644,892a10050b3ffff,35
645,892a10050b7ffff,12
646,892a10050bbffff,18
647,892a10050c3ffff,103
648,892a10050c7ffff,108
649,892a10050cbffff,59
650,892a10050cfffff,80
651,892a10050d3ffff,5
652,892a10050dbffff,54
653,892a1005103ffff,77
654,892a1005107ffff,114
655,892a100510bffff,185
656,892a100510fffff,126
657,892a1005113ffff,75
658,892a1005117ffff,29
659,892a100511bffff,89
660,892a1005123ffff,82
661,892a1005127ffff,13
662,892a100512bffff,59
663,892a100512fffff,99
664,892a1005133ffff,43
665,892a1005137ffff,47
666,892a100513bffff,125
667,892a1005143ffff,67
668,892a1005147ffff,60
669,892a100514bffff,139
670,892a100514fffff,136
671,892a1005153ffff,88
672,892a1005157ffff,98
673,892a100515bffff,84
674,892a1005163ffff,105
675,892a1005167ffff,107
676,892a100516bffff,146
677,892a100516fffff,104
678,892a1005173ffff,124
679,892a1005177ffff,111
680,892a100517bffff,72
681,892a1005183ffff,73
682,892a1005187ffff,85
683,892a100518bffff,2
684,892a100518fffff,80
685,892a1005193ffff,77
686,892a1005197ffff,165
687,892a100519bffff,51
688,892a10051a3ffff,58
689,892a10051a7ffff,60
690,892a10051abffff,99
691,892a10051afffff,100
692,892a10051b3ffff,102
693,892a10051b7ffff,52
694,892a10051bbffff,36
695,892a10051c3ffff,207
696,892a10051c7ffff,11
697,892a10051cbffff,56
698,892a10051cfffff,107
699,892a10051d3ffff,8
700,892a1005203ffff,94
701,892a1005207ffff,81
