,hex9,cnt
664,892a100518fffff,47
665,892a1005193ffff,70
666,892a1005197ffff,41
667,892a100519bffff,17
668,892a10051a3ffff,62
669,892a10051a7ffff,15
670,892a10051abffff,31
671,892a10051afffff,41
672,892a10051b3ffff,33
673,892a10051b7ffff,63
674,892a10051bbffff,18
675,892a10051c3ffff,5
676,892a10051c7ffff,11
677,892a10051cbffff,10
678,892a10051cfffff,31
679,892a1005203ffff,11
680,892a1005207ffff,15
681,892a100520bffff,44
682,892a100520fffff,15
683,892a1005213ffff,30
684,892a1005217ffff,25
685,892a100521bffff,18
686,892a1005223ffff,52
687,892a1005227ffff,40
688,892a100522bffff,50
689,892a100522fffff,29
690,892a100523bffff,15
691,892a1005243ffff,41
692,892a1005247ffff,22
693,892a100524bffff,15
694,892a100524fffff,14
695,892a1005253ffff,36
696,892a1005257ffff,39
697,892a100525bffff,51
698,892a1005263ffff,12
699,892a1005267ffff,72
700,892a100526bffff,22
701,892a100526fffff,29
702,892a1005273ffff,10
703,892a1005277ffff,37
704,892a100527bffff,16
705,892a1005283ffff,2
706,892a1005287ffff,6
707,892a100528bffff,45
708,892a100528fffff,10
709,892a1005293ffff,57
710,892a1005297ffff,9
711,892a100529bffff,28
712,892a10052a3ffff,4
713,892a10052a7ffff,18
714,892a10052abffff,10
715,892a10052b3ffff,4
716,892a10052b7ffff,19
717,892a10052bbffff,8
718,892a10052c3ffff,89
719,892a10052c7ffff,20
720,892a10052cbffff,51
721,892a10052cfffff,73
722,892a10052d3ffff,32
723,892a10052d7ffff,56
724,892a10052dbffff,23
725,892a1005307ffff,3
726,892a1005313ffff,63
727,892a1005317ffff,36
728,892a1005323ffff,217
729,892a1005327ffff,111
730,892a100532bffff,43
731,892a100532fffff,405
732,892a1005333ffff,545
733,892a1005337ffff,156
734,892a100533bffff,620
735,892a1005343ffff,75
736,892a100534bffff,11
737,892a100534fffff,1
738,892a1005353ffff,7
739,892a100535bffff,45
740,892a1005363ffff,20
741,892a1005367ffff,29
742,892a100536bffff,3
743,892a100536fffff,49
744,892a1005377ffff,26
745,892a1005383ffff,5
746,892a1005387ffff,15
747,892a100538bffff,9
748,892a100538fffff,18
749,892a1005393ffff,7
750,892a1005397ffff,7
751,892a100539bffff,48
752,892a10053a3ffff,86
753,892a10053a7ffff,159
754,892a10053abffff,1
755,892a10053afffff,277
756,892a10053b3ffff,27
757,892a10053b7ffff,113
758,892a10053bbffff,49
759,892a10053c3ffff,2
760,892a10053c7ffff,64
761,892a10053cbffff,1
762,892a10053d3ffff,34
763,892a10053d7ffff,56
764,892a1005403ffff,26
765,892a1005407ffff,6
766,892a100540bffff,2
767,892a100540fffff,26
768,892a1005413ffff,24
769,892a1005417ffff,6
770,892a100541bffff,19
771,892a1005423ffff,10
772,892a1005427ffff,20
773,892a100542bffff,2
774,892a100542fffff,6
775,892a1005433ffff,12
776,892a1005437ffff,39
777,892a100543bffff,5
778,892a1005443ffff,6
779,892a1005447ffff,7
780,892a100544bffff,20
781,892a100544fffff,94
782,892a1005453ffff,14
783,892a1005457ffff,22
784,892a100545bffff,13
785,892a1005463ffff,21
786,892a1005467ffff,1
787,892a100546bffff,2
788,892a1005473ffff,17
789,892a1005477ffff,5
790,892a100547bffff,16
791,892a100548fffff,1
792,892a10054a3ffff,1
793,892a10054a7ffff,6
794,892a10054abffff,8
795,892a10054afffff,14
796,892a10054bbffff,9
797,892a10054c3ffff,6
798,892a10054c7ffff,7
799,892a10054cbffff,14
800,892a10054cfffff,14
801,892a1005503ffff,76
802,892a1005507ffff,7
803,892a100550bffff,24
804,892a100550fffff,32
805,892a1005513ffff,10
806,892a1005517ffff,5
807,892a100551bffff,12
808,892a1005523ffff,51
809,892a1005527ffff,24
810,892a100552bffff,28
811,892a100552fffff,26
812,892a1005533ffff,125
813,892a1005537ffff,56
814,892a100553bffff,37
815,892a1005543ffff,4
816,892a1005547ffff,13
817,892a100554fffff,26
818,892a1005553ffff,7
819,892a1005557ffff,4
820,892a1005563ffff,22
821,892a1005567ffff,22
822,892a100556fffff,1
823,892a1005577ffff,9
824,892a100557bffff,1
825,892a1005583ffff,1
826,892a1005587ffff,7
827,892a100558bffff,5
828,892a1005597ffff,30
829,892a100559bffff,2
830,892a10055a3ffff,40
831,892a10055a7ffff,11
832,892a10055abffff,46
833,892a10055afffff,22
834,892a10055b3ffff,8
835,892a10055b7ffff,7
836,892a10055bbffff,14
837,892a10055cbffff,10
838,892a10055cfffff,6
839,892a10055d3ffff,25
840,892a10055d7ffff,1
841,892a10055dbffff,9
842,892a1005603ffff,10
843,892a1005607ffff,43
844,892a100560bffff,37
845,892a100560fffff,27
846,892a1005613ffff,13
847,892a1005617ffff,4
848,892a100561bffff,19
849,892a1005623ffff,7
850,892a100562bffff,104
851,892a100562fffff,34
852,892a1005633ffff,4
853,892a1005637ffff,4
854,892a100563bffff,28
855,892a1005643ffff,76
856,892a1005647ffff,39
857,892a100564bffff,15
858,892a100564fffff,37
859,892a1005653ffff,12
860,892a1005657ffff,98
861,892a100565bffff,11
862,892a1005663ffff,184
863,892a1005667ffff,79
864,892a100566bffff,52
865,892a100566fffff,30
866,892a1005673ffff,51
867,892a1005677ffff,109
868,892a100567bffff,188
869,892a1005683ffff,1
870,892a1005687ffff,4
871,892a1005693ffff,38
872,892a1005697ffff,4
873,892a10056abffff,22
874,892a10056b3ffff,1
875,892a10056c7ffff,1
876,892a10056cbffff,4
877,892a1005803ffff,70
878,892a1005807ffff,35
879,892a100580bffff,75
880,892a100580fffff,32
881,892a1005813ffff,24
882,892a1005817ffff,2
883,892a100581bffff,53
884,892a1005823ffff,19
885,892a1005827ffff,4
886,892a100582bffff,16
887,892a100582fffff,35
888,892a1005833ffff,22
889,892a100583bffff,36
890,892a1005843ffff,146
891,892a1005847ffff,45
892,892a100584bffff,81
893,892a100584fffff,97
894,892a1005853ffff,55
895,892a1005857ffff,121
896,892a100585bffff,110
897,892a1005863ffff,32
898,892a1005867ffff,1
