,hex9,cnt
337,892a1001813ffff,15
338,892a1001817ffff,12
339,892a100181bffff,4
340,892a1001843ffff,185
341,892a1001847ffff,45
342,892a100184bffff,50
343,892a100184fffff,40
344,892a1001853ffff,200
345,892a1001857ffff,332
346,892a100185bffff,301
347,892a1001863ffff,252
348,892a1001867ffff,43
349,892a100186bffff,32
350,892a100186fffff,47
351,892a1001873ffff,140
352,892a1001877ffff,188
353,892a100187bffff,198
354,892a100188bffff,3
355,892a1001893ffff,137
356,892a1001897ffff,18
357,892a100189bffff,1
358,892a10018a7ffff,136
359,892a10018b7ffff,55
360,892a10018c3ffff,11
361,892a10018cbffff,355
362,892a10018cfffff,63
363,892a10018d7ffff,1
364,892a10018dbffff,73
365,892a1001907ffff,4
366,892a1001923ffff,9
367,892a1001927ffff,9
368,892a100192bffff,5
369,892a100192fffff,7
370,892a1001933ffff,7
371,892a1001937ffff,4
372,892a100193bffff,9
373,892a1001977ffff,2
374,892a10019a7ffff,8
375,892a10019abffff,5
376,892a10019afffff,8
377,892a10019d3ffff,53
378,892a1001a03ffff,2
379,892a1001a07ffff,1
380,892a1001a0bffff,17
381,892a1001a13ffff,44
382,892a1001a17ffff,304
383,892a1001a1bffff,9
384,892a1001a33ffff,122
385,892a1001a37ffff,19
386,892a1001a43ffff,21
387,892a1001a47ffff,3
388,892a1001a4bffff,69
389,892a1001a4fffff,64
390,892a1001a53ffff,673
391,892a1001a57ffff,140
392,892a1001a5bffff,70
393,892a1001a6bffff,33
394,892a1001a6fffff,19
395,892a1001a77ffff,12
396,892a1001a7bffff,5
397,892a1001a83ffff,85
398,892a1001a87ffff,94
399,892a1001a8bffff,4
400,892a1001a8fffff,23
401,892a1001a93ffff,244
402,892a1001a97ffff,36
403,892a1001a9bffff,197
404,892a1001aa3ffff,485
405,892a1001aa7ffff,284
406,892a1001aabffff,647
407,892a1001aafffff,554
408,892a1001ab3ffff,55
409,892a1001ab7ffff,44
410,892a1001abbffff,235
411,892a1001ac3ffff,191
412,892a1001ac7ffff,66
413,892a1001acbffff,139
414,892a1001acfffff,424
415,892a1001ad3ffff,234
416,892a1001ad7ffff,365
417,892a1001adbffff,210
418,892a1001b27ffff,197
419,892a1001b2fffff,8
420,892a1001b33ffff,3
421,892a1001b37ffff,171
422,892a1001b8bffff,14
423,892a1001b9bffff,37
424,892a1001bafffff,9
425,892a1001bc3ffff,35
426,892a1001bc7ffff,9
427,892a1001bd3ffff,215
428,892a1001bd7ffff,317
429,892a1001bdbffff,212
430,892a1001c03ffff,136
431,892a1001c07ffff,27
432,892a1001c0bffff,168
433,892a1001c0fffff,244
434,892a1001c13ffff,54
435,892a1001c17ffff,43
436,892a1001c1bffff,266
437,892a1001c23ffff,60
438,892a1001c27ffff,111
439,892a1001c2bffff,233
440,892a1001c2fffff,285
441,892a1001c33ffff,90
442,892a1001c37ffff,246
443,892a1001c3bffff,64
444,892a1001c43ffff,137
445,892a1001c47ffff,399
446,892a1001c4bffff,28
447,892a1001c4fffff,114
448,892a1001c53ffff,394
449,892a1001c57ffff,260
450,892a1001c5bffff,1
451,892a1001c67ffff,69
452,892a1001c6fffff,1
453,892a1001c73ffff,78
454,892a1001c77ffff,46
455,892a1001c7bffff,172
456,892a1001c83ffff,85
457,892a1001c87ffff,1
458,892a1001c8bffff,105
459,892a1001c8fffff,49
460,892a1001c93ffff,32
461,892a1001c97ffff,9
462,892a1001c9bffff,104
463,892a1001ca3ffff,4
464,892a1001cabffff,108
465,892a1001cafffff,104
466,892a1001cb3ffff,1
467,892a1001cbbffff,10
468,892a1001cc3ffff,505
469,892a1001cc7ffff,219
470,892a1001ccbffff,214
471,892a1001ccfffff,384
472,892a1001cd3ffff,38
473,892a1001cd7ffff,26
474,892a1001cdbffff,332
475,892a1001d03ffff,44
476,892a1001d07ffff,44
477,892a1001d0bffff,37
478,892a1001d0fffff,112
479,892a1001d13ffff,11
480,892a1001d17ffff,152
481,892a1001d23ffff,1
482,892a1001d27ffff,1
483,892a1001d33ffff,8
484,892a1001d37ffff,4
485,892a1001d3bffff,24
486,892a1001d43ffff,79
487,892a1001d47ffff,224
488,892a1001d4bffff,2
489,892a1001d4fffff,88
490,892a1001d53ffff,212
491,892a1001d57ffff,62
492,892a1001d5bffff,122
493,892a1001d63ffff,82
494,892a1001d67ffff,2
495,892a1001d6bffff,221
496,892a1001d6fffff,35
497,892a1001d73ffff,142
498,892a1001d77ffff,21
499,892a1001d7bffff,425
500,892a1001da7ffff,1
501,892a1001dabffff,3
502,892a1001dafffff,32
503,892a1001dc3ffff,41
504,892a1001dcbffff,84
505,892a1001dcfffff,49
506,892a1001ddbffff,71
507,892a1001e03ffff,4
508,892a1001e07ffff,212
509,892a1001e0bffff,3
510,892a1001e0fffff,256
511,892a1001e13ffff,99
512,892a1001e17ffff,859
513,892a1001e1bffff,60
514,892a1001e23ffff,394
515,892a1001e27ffff,364
516,892a1001e2bffff,548
517,892a1001e2fffff,333
518,892a1001e33ffff,437
519,892a1001e37ffff,450
520,892a1001e3bffff,225
521,892a1001e43ffff,724
522,892a1001e47ffff,554
523,892a1001e4bffff,322
524,892a1001e4fffff,831
525,892a1001e53ffff,614
526,892a1001e57ffff,320
527,892a1001e5bffff,514
528,892a1001e63ffff,408
529,892a1001e67ffff,566
530,892a1001e6bffff,508
531,892a1001e6fffff,708
532,892a1001e73ffff,324
533,892a1001e77ffff,232
534,892a1001e7bffff,474
535,892a1001e83ffff,258
536,892a1001e87ffff,259
537,892a1001e8bffff,417
538,892a1001e8fffff,481
539,892a1001e93ffff,122
540,892a1001e97ffff,118
541,892a1001e9bffff,293
542,892a1001ea3ffff,82
543,892a1001ea7ffff,27
544,892a1001eabffff,369
545,892a1001eafffff,365
546,892a1001eb3ffff,58
547,892a1001eb7ffff,38
548,892a1001ebbffff,419
549,892a1001ec3ffff,440
550,892a1001ec7ffff,283
551,892a1001ecbffff,621
552,892a1001ecfffff,54
553,892a1001ed3ffff,333
554,892a1001ed7ffff,419
555,892a1001edbffff,388
556,892a100326fffff,8
557,892a1003363ffff,4
558,892a1003367ffff,10
559,892a100336bffff,4
560,892a100336fffff,37
561,892a1003377ffff,9
562,892a100420bffff,21
563,892a100421bffff,21
564,892a1004243ffff,32
565,892a1004247ffff,41
566,892a100424bffff,15
567,892a100424fffff,9
568,892a1004253ffff,34
569,892a1004257ffff,23
570,892a100425bffff,66
571,892a100426bffff,1
572,892a1004273ffff,18
573,892a100427bffff,35
574,892a10042c3ffff,85
575,892a10042c7ffff,25
576,892a10042cbffff,73
577,892a10042cfffff,60
578,892a10042d3ffff,28
579,892a10042d7ffff,28
580,892a10042dbffff,10
581,892a100464bffff,119
582,892a100464fffff,5
583,892a100466bffff,3
584,892a1005003ffff,71
585,892a1005007ffff,9
586,892a100500bffff,18
587,892a100500fffff,40
588,892a1005013ffff,42
589,892a1005017ffff,10
590,892a100501bffff,101
591,892a1005027ffff,1
592,892a100502bffff,4
593,892a100502fffff,23
594,892a1005033ffff,1
595,892a1005043ffff,49
596,892a1005047ffff,85
597,892a100504bffff,6
598,892a100504fffff,100
599,892a1005053ffff,163
600,892a1005057ffff,99
601,892a100505bffff,19
602,892a1005063ffff,2
603,892a1005067ffff,6
604,892a100506bffff,41
605,892a100506fffff,6
606,892a1005073ffff,12
607,892a1005077ffff,44
608,892a100507bffff,114
609,892a1005083ffff,58
610,892a1005087ffff,386
611,892a100508fffff,25
612,892a1005097ffff,17
613,892a100509bffff,1
614,892a10050b3ffff,2
615,892a10050b7ffff,4
616,892a10050bbffff,22
617,892a10050c3ffff,13
618,892a10050c7ffff,29
619,892a10050cbffff,78
620,892a10050cfffff,144
621,892a10050d7ffff,1
622,892a10050dbffff,5
